school_id,academic_year,grade_level,average_score,attendance_percentage,dropout_risk_flag
SCH_0094,2020,10.0,43.16,81.26,1.0
SCH_0120,2020,10.0,48.62,67.22,1.0
SCH_0043,2019,6.0,75.84,78.05,0.0
SCH_0068,2019,6.0,,81.83,
SCH_0101,2022,1.0,,,
SCH_0081,2019,,46.6,82.86,1.0
SCH_0028,2022,7.0,,76.64,
SCH_0010,2019,5.0,,75.21,
SCH_0018,2022,11.0,52.63,,
SCH_0033,2024,6.0,59.38,,
SCH_0025,2023,7.0,,,
SCH_0002,2019,,85.51,,
SCH_0005,2020,1.0,,,
SCH_0049,2020,2.0,,,
SCH_0067,2024,7.0,52.1,,
SCH_0083,2023,8.0,,,
SCH_0116,2021,7.0,,82.24,
SCH_0040,2023,1.0,,82.51,
SCH_0034,2021,10.0,,74.64,
SCH_0118,2020,3.0,,90.28,
SCH_0050,2023,3.0,,94.49,
SCH_0043,2024,4.0,77.84,80.69,0.0
SCH_0081,2023,1.0,65.74,83.03,0.0
SCH_0005,2020,,,,
SCH_0092,2024,12.0,78.62,90.14,0.0
SCH_0022,2023,2.0,75.49,85.48,0.0
SCH_0046,2023,8.0,,,
SCH_0028,2019,5.0,,92.02,
SCH_0005,2022,8.0,81.74,,
SCH_0008,2020,7.0,,78.01,
SCH_0018,2024,,,93.8,
SCH_0060,2019,6.0,44.52,84.93,1.0
SCH_0034,2021,2.0,51.05,99.22,1.0
SCH_0101,2019,12.0,,,
SCH_0024,2022,12.0,52.0,,
SCH_0012,2023,10.0,75.68,,
SCH_0028,2021,11.0,,,
SCH_0025,2020,,91.56,,
SCH_0111,2024,7.0,88.35,65.56,1.0
SCH_0042,2023,,40.94,60.94,1.0
SCH_0068,2022,10.0,73.32,69.32,1.0
SCH_0044,2022,,53.23,96.57,0.0
SCH_0120,2019,8.0,66.9,,
SCH_0082,2020,10.0,82.35,,
SCH_0079,2020,8.0,,93.55,
SCH_0041,2021,11.0,,79.53,
SCH_0078,2021,,92.89,,
SCH_0104,2023,11.0,,66.99,
SCH_0099,2020,5.0,67.65,72.05,0.0
SCH_0115,2021,12.0,,79.62,
SCH_0110,2024,9.0,,,
SCH_0047,2023,12.0,,79.55,
SCH_0062,2022,7.0,,,
SCH_0006,2019,10.0,42.74,,
SCH_0110,2022,12.0,84.71,,
SCH_0060,2020,8.0,,99.8,
SCH_0048,2023,,,,
SCH_0020,2019,11.0,46.58,83.01,1.0
SCH_0055,2021,5.0,86.93,,
SCH_0095,2024,7.0,61.25,,
SCH_0020,2022,12.0,,81.22,
SCH_0056,2019,9.0,77.83,,
SCH_0029,2021,6.0,,97.94,
SCH_0034,2022,9.0,,,
SCH_0120,2020,1.0,,64.0,
SCH_0048,2019,8.0,86.47,,
SCH_0099,2021,5.0,,92.75,
SCH_0026,2021,1.0,74.39,,
SCH_0120,2019,1.0,70.22,,
SCH_0086,2024,1.0,,,
SCH_0110,2020,6.0,46.37,96.82,1.0
SCH_0072,2022,3.0,,96.44,
SCH_0070,2019,7.0,56.45,66.84,1.0
SCH_0112,2020,7.0,80.68,90.55,0.0
SCH_0030,2024,8.0,,87.62,
SCH_0046,2021,10.0,,97.18,
SCH_0062,2019,9.0,,,
SCH_0112,2019,12.0,,,
SCH_0074,2024,7.0,83.44,73.5,0.0
SCH_0087,2024,4.0,,81.43,
SCH_0029,2019,1.0,44.59,91.75,1.0
SCH_0104,2021,,,,
SCH_0067,2022,,45.7,67.25,1.0
SCH_0023,2024,3.0,,71.47,
SCH_0088,2020,3.0,67.69,77.52,0.0
SCH_0103,2024,,,85.6,
SCH_0114,2021,3.0,,,
SCH_0011,2021,12.0,,,
SCH_0025,2021,5.0,83.94,87.88,0.0
SCH_0097,2021,2.0,,80.65,
SCH_0096,2022,3.0,43.89,81.77,1.0
SCH_0041,2019,3.0,87.41,,
SCH_0103,2019,5.0,69.79,94.58,0.0
SCH_0061,2021,1.0,,92.29,
SCH_0030,2021,2.0,,,
SCH_0082,2024,11.0,93.25,,
SCH_0038,2020,2.0,54.47,99.17,0.0
SCH_0071,2023,9.0,,80.4,
SCH_0115,2021,2.0,69.92,66.64,1.0
SCH_0055,2023,11.0,81.06,,
SCH_0015,2019,6.0,72.44,,
SCH_0098,2022,1.0,92.45,,
SCH_0085,2019,6.0,79.68,,
SCH_0069,2019,6.0,,,
SCH_0010,2022,6.0,,77.64,
SCH_0023,2019,9.0,,85.43,
SCH_0026,2021,6.0,,77.43,
SCH_0117,2020,4.0,66.6,98.64,0.0
SCH_0001,2020,8.0,67.87,72.95,0.0
SCH_0105,2024,8.0,,,
SCH_0005,2022,7.0,57.48,,
SCH_0034,2023,1.0,,64.42,
SCH_0006,2022,,,,
SCH_0018,2020,2.0,,,
SCH_0091,2024,3.0,87.72,,
SCH_0057,2021,,,91.97,
SCH_0092,2023,11.0,40.37,,
SCH_0098,2023,7.0,,86.87,
SCH_0093,2019,4.0,43.75,,
SCH_0069,2022,7.0,85.73,,
SCH_0029,2021,11.0,,,
SCH_0005,2022,6.0,,,
SCH_0086,2021,,79.51,86.98,0.0
SCH_0066,2019,12.0,89.46,,
SCH_0116,2024,7.0,,,
SCH_0073,2020,,90.86,,
SCH_0011,2024,8.0,64.12,,
SCH_0110,2022,9.0,88.51,79.33,0.0
SCH_0102,2020,10.0,,,
SCH_0085,2021,12.0,88.75,86.7,0.0
SCH_0082,2020,9.0,,65.84,
SCH_0009,2023,11.0,,,
SCH_0046,2020,7.0,64.62,88.33,0.0
SCH_0058,2022,8.0,91.62,83.56,0.0
SCH_0082,2020,11.0,63.74,66.83,1.0
SCH_0077,2021,12.0,43.82,,
SCH_0110,2019,5.0,62.74,66.47,1.0
SCH_0067,2020,7.0,67.89,,
SCH_0079,2024,12.0,91.68,64.33,1.0
SCH_0065,2022,11.0,82.31,96.84,0.0
SCH_0038,2021,,85.86,68.53,1.0
SCH_0022,2020,6.0,,,
SCH_0075,2023,8.0,44.53,,
SCH_0066,2019,12.0,86.84,,
SCH_0073,2023,10.0,,94.25,
SCH_0111,2024,8.0,74.58,,
SCH_0002,2023,4.0,,69.36,
SCH_0113,2021,3.0,80.44,,
SCH_0074,2024,5.0,,,
SCH_0096,2023,3.0,71.1,96.96,0.0
SCH_0056,2024,1.0,,,
SCH_0110,2021,4.0,,66.72,
SCH_0077,2024,9.0,,,
SCH_0032,2023,6.0,42.27,78.43,1.0
SCH_0077,2019,9.0,,64.51,
SCH_0090,2024,7.0,41.81,,
SCH_0060,2023,5.0,92.01,,
SCH_0045,2023,12.0,74.64,71.93,1.0
SCH_0070,2023,8.0,85.3,,
SCH_0111,2019,7.0,55.5,,
SCH_0053,2023,11.0,,,
SCH_0029,2022,1.0,45.19,72.85,1.0
SCH_0045,2020,10.0,,,
SCH_0030,2021,2.0,52.32,85.23,0.0
SCH_0102,2021,3.0,76.02,77.32,0.0
SCH_0114,2022,4.0,43.52,,
SCH_0117,2020,10.0,90.01,,
SCH_0114,2024,7.0,,,
SCH_0015,2019,10.0,,,
SCH_0006,2022,1.0,,89.93,
SCH_0010,2019,7.0,61.94,,
SCH_0078,2019,7.0,65.08,92.76,0.0
SCH_0008,2022,,49.82,95.15,1.0
SCH_0057,2019,7.0,,74.43,
SCH_0082,2022,2.0,,,
SCH_0118,2020,3.0,55.43,,
SCH_0086,2021,12.0,91.13,75.84,0.0
SCH_0085,2022,7.0,,78.0,
SCH_0026,2021,8.0,65.18,,
SCH_0023,2021,7.0,,,
SCH_0009,2023,,55.4,,
SCH_0048,2019,12.0,87.72,92.36,0.0
SCH_0116,2019,2.0,81.19,72.59,0.0
SCH_0116,2020,4.0,44.96,,
SCH_0057,2023,10.0,,68.41,
SCH_0019,2024,2.0,62.15,,
SCH_0097,2020,1.0,61.32,,
SCH_0097,2019,5.0,,71.03,
SCH_0017,2021,12.0,,,
SCH_0043,2020,2.0,,87.54,
SCH_0057,2019,7.0,,99.78,
SCH_0085,2021,10.0,,91.78,
SCH_0057,2024,11.0,63.02,,
SCH_0017,2019,6.0,65.58,96.51,0.0
SCH_0020,2019,2.0,84.11,,
SCH_0104,2021,9.0,,,
SCH_0006,2023,11.0,90.13,,
SCH_0081,2019,1.0,66.07,,
SCH_0056,2024,5.0,,66.96,
SCH_0021,2019,10.0,94.85,60.58,1.0
SCH_0005,2020,4.0,49.98,,
SCH_0050,2021,1.0,45.56,,
SCH_0016,2023,10.0,,92.24,
SCH_0067,2023,,,96.27,
SCH_0016,2021,,71.58,80.84,0.0
SCH_0089,2023,6.0,87.05,,
SCH_0088,2023,1.0,88.74,96.38,0.0
SCH_0052,2022,6.0,,,
SCH_0014,2023,1.0,,87.6,
SCH_0006,2024,5.0,88.36,,
SCH_0024,2024,,,82.47,
SCH_0008,2021,,51.38,74.02,1.0
SCH_0028,2024,8.0,,68.1,
SCH_0062,2023,8.0,81.65,,
SCH_0017,2022,12.0,,,
SCH_0081,2021,10.0,87.95,74.73,0.0
SCH_0054,2024,12.0,41.79,97.57,1.0
SCH_0059,2022,,,66.42,
SCH_0102,2020,10.0,55.55,84.88,0.0
SCH_0025,2022,10.0,82.41,,
SCH_0066,2022,9.0,54.07,,
SCH_0030,2024,1.0,86.82,,
SCH_0068,2019,9.0,,,
SCH_0057,2024,5.0,42.13,83.04,1.0
SCH_0067,2024,8.0,,,
SCH_0103,2019,11.0,65.48,,
SCH_0032,2020,7.0,,,
SCH_0036,2020,6.0,,,
SCH_0111,2024,8.0,,,
SCH_0008,2022,8.0,40.9,79.04,1.0
SCH_0111,2023,,,73.4,
SCH_0112,2023,12.0,89.31,,
SCH_0108,2024,4.0,88.2,,
SCH_0113,2021,6.0,,,
SCH_0007,2024,4.0,,,
SCH_0082,2019,10.0,91.87,87.77,0.0
SCH_0074,2022,3.0,,95.71,
SCH_0027,2019,8.0,87.86,77.29,0.0
SCH_0110,2020,3.0,,63.03,
SCH_0114,2020,3.0,,74.96,
SCH_0020,2019,7.0,,,
SCH_0006,2019,11.0,,66.92,
SCH_0016,2022,6.0,,,
SCH_0085,2020,5.0,89.75,77.55,0.0
SCH_0068,2024,1.0,72.14,98.69,0.0
SCH_0036,2020,2.0,44.48,86.91,1.0
SCH_0031,2021,9.0,94.94,,
SCH_0084,2024,11.0,64.61,74.29,0.0
SCH_0018,2024,10.0,40.4,70.18,1.0
SCH_0083,2023,2.0,74.51,,
SCH_0095,2024,11.0,56.77,61.27,1.0
SCH_0045,2019,8.0,,,
SCH_0108,2022,4.0,60.89,86.87,0.0
SCH_0006,2020,4.0,44.71,,
SCH_0095,2019,1.0,,91.25,
SCH_0108,2023,,71.0,,
SCH_0029,2022,6.0,,75.64,
SCH_0036,2024,6.0,,71.27,
SCH_0034,2019,5.0,66.08,96.09,0.0
SCH_0005,2020,10.0,,83.76,
SCH_0030,2020,2.0,,,
SCH_0055,2024,2.0,,,
SCH_0032,2020,12.0,,64.14,
SCH_0070,2023,8.0,89.92,88.57,0.0
SCH_0088,2024,9.0,,,
SCH_0065,2024,7.0,83.37,,
SCH_0056,2021,12.0,,60.1,
SCH_0013,2022,,,70.39,
SCH_0077,2022,4.0,59.32,69.0,1.0
SCH_0070,2020,2.0,,72.42,
SCH_0059,2023,2.0,,,
SCH_0012,2019,8.0,43.01,76.8,1.0
SCH_0052,2021,1.0,48.64,61.12,1.0
SCH_0014,2022,7.0,,81.52,
SCH_0107,2019,11.0,,72.61,
SCH_0006,2019,7.0,84.51,,
SCH_0020,2024,2.0,,61.42,
SCH_0018,2023,7.0,71.47,91.62,0.0
SCH_0041,2021,2.0,86.12,86.35,0.0
SCH_0026,2019,10.0,,73.89,
SCH_0007,2021,7.0,,,
SCH_0005,2023,9.0,,,
SCH_0050,2020,11.0,42.22,,
SCH_0084,2019,11.0,,87.88,
SCH_0024,2024,12.0,,,
SCH_0047,2021,2.0,,75.04,
SCH_0032,2020,4.0,,,
SCH_0023,2020,7.0,,,
SCH_0081,2019,,59.96,81.25,0.0
SCH_0066,2022,9.0,,69.18,
SCH_0067,2020,4.0,,,
SCH_0075,2021,7.0,49.5,91.06,1.0
SCH_0040,2021,5.0,79.17,96.19,0.0
SCH_0088,2020,7.0,61.03,,
SCH_0059,2020,12.0,66.73,,
SCH_0038,2023,6.0,,,
SCH_0070,2019,6.0,,82.31,
SCH_0045,2024,9.0,,88.46,
SCH_0118,2019,1.0,,,
SCH_0090,2020,1.0,,96.61,
SCH_0044,2023,8.0,,63.71,
SCH_0015,2023,11.0,42.5,,
SCH_0111,2020,10.0,,78.12,
SCH_0038,2023,11.0,,,
SCH_0033,2023,11.0,,,
SCH_0095,2021,2.0,91.71,,
SCH_0094,2020,1.0,,89.82,
SCH_0071,2019,,,,
SCH_0041,2021,4.0,64.58,68.78,1.0
SCH_0107,2020,12.0,93.82,,
SCH_0082,2019,,71.54,78.67,0.0
SCH_0079,2022,1.0,,64.92,
SCH_0080,2024,12.0,,62.92,
SCH_0116,2023,5.0,56.56,90.29,0.0
SCH_0076,2021,8.0,,,
SCH_0012,2023,12.0,55.61,,
SCH_0056,2021,6.0,90.04,76.97,0.0
SCH_0063,2023,2.0,56.84,85.56,0.0
SCH_0001,2020,2.0,42.72,,
SCH_0116,2022,4.0,83.31,95.66,0.0
SCH_0017,2020,11.0,,,
SCH_0045,2020,10.0,,,
SCH_0090,2020,6.0,47.52,,
SCH_0029,2021,,44.19,,
SCH_0028,2019,6.0,44.07,,
SCH_0011,2020,8.0,,89.52,
SCH_0112,2022,9.0,75.45,,
SCH_0062,2019,10.0,83.19,73.33,0.0
SCH_0003,2020,8.0,49.72,,
SCH_0104,2021,9.0,,62.49,
SCH_0076,2019,1.0,41.56,81.91,1.0
SCH_0043,2023,11.0,64.66,,
SCH_0074,2023,3.0,81.38,79.95,0.0
SCH_0092,2024,11.0,53.94,65.94,1.0
SCH_0041,2023,2.0,,,
SCH_0002,2021,9.0,,69.87,
SCH_0101,2021,3.0,55.34,81.37,0.0
SCH_0032,2019,3.0,,70.46,
SCH_0114,2021,,,,
SCH_0033,2019,1.0,,,
SCH_0083,2020,4.0,68.43,89.72,0.0
SCH_0033,2020,4.0,,73.48,
SCH_0046,2023,4.0,91.87,,
SCH_0089,2024,7.0,89.35,,
SCH_0120,2023,9.0,,89.46,
SCH_0064,2020,1.0,50.15,,
SCH_0073,2024,11.0,,,
SCH_0119,2021,9.0,71.89,66.79,1.0
SCH_0039,2019,12.0,42.39,,
SCH_0092,2019,,74.71,67.23,1.0
SCH_0033,2021,2.0,,,
SCH_0113,2020,12.0,92.56,72.12,0.0
SCH_0093,2020,,,,
SCH_0067,2019,8.0,58.12,69.28,1.0
SCH_0056,2019,,,90.93,
SCH_0036,2022,11.0,75.03,75.34,0.0
SCH_0064,2024,6.0,,66.61,
SCH_0089,2019,4.0,,,
SCH_0102,2019,2.0,,,
SCH_0014,2022,4.0,,,
SCH_0101,2021,10.0,74.97,,
SCH_0083,2024,12.0,,,
SCH_0005,2022,,,91.7,
SCH_0107,2020,10.0,,,
SCH_0006,2022,11.0,46.46,67.4,1.0
SCH_0062,2020,9.0,56.68,,
SCH_0086,2022,5.0,,89.46,
SCH_0080,2021,11.0,,97.01,
SCH_0063,2023,4.0,77.43,,
SCH_0113,2021,9.0,,88.94,
SCH_0013,2020,12.0,,,
SCH_0084,2021,9.0,94.84,84.35,0.0
SCH_0056,2021,4.0,,84.77,
SCH_0070,2024,5.0,,71.06,
SCH_0076,2021,12.0,71.01,84.63,0.0
SCH_0058,2019,10.0,88.65,68.59,1.0
SCH_0077,2021,10.0,,82.43,
SCH_0033,2021,7.0,,69.83,
SCH_0021,2022,,,94.41,
SCH_0028,2024,2.0,,85.11,
SCH_0106,2019,1.0,,76.39,
SCH_0074,2023,12.0,53.05,,
SCH_0107,2019,2.0,61.44,68.97,1.0
SCH_0017,2024,10.0,,91.63,
SCH_0044,2023,11.0,,87.34,
SCH_0077,2021,8.0,,,
SCH_0076,2021,1.0,58.24,67.8,1.0
SCH_0032,2020,,92.77,,
SCH_0088,2022,8.0,,71.46,
SCH_0094,2022,11.0,,82.6,
SCH_0037,2022,,,,
SCH_0017,2019,11.0,76.35,,
SCH_0061,2020,2.0,77.63,,
SCH_0092,2021,9.0,51.88,69.84,1.0
SCH_0059,2021,1.0,,90.87,
SCH_0081,2023,7.0,,,
SCH_0020,2019,8.0,,64.27,
SCH_0024,2024,5.0,62.24,,
SCH_0063,2023,4.0,,,
SCH_0084,2022,7.0,55.45,,
SCH_0098,2022,12.0,75.2,,
SCH_0022,2023,6.0,,81.61,
SCH_0001,2024,6.0,,97.3,
SCH_0041,2022,4.0,,75.93,
SCH_0025,2021,5.0,,,
SCH_0098,2022,,,,
SCH_0034,2021,2.0,,65.55,
SCH_0100,2022,6.0,,97.35,
SCH_0011,2019,,59.92,,
SCH_0054,2021,7.0,75.21,,
SCH_0090,2019,7.0,,73.82,
SCH_0057,2023,3.0,,,
SCH_0063,2022,5.0,83.46,,
SCH_0095,2019,5.0,,92.58,
SCH_0001,2023,9.0,,,
SCH_0087,2019,6.0,,94.95,
SCH_0085,2020,11.0,,,
SCH_0030,2022,1.0,,,
SCH_0083,2023,6.0,92.75,,
SCH_0071,2024,10.0,60.32,,
SCH_0067,2021,10.0,,82.96,
SCH_0036,2023,10.0,88.37,68.36,1.0
SCH_0113,2023,8.0,72.39,80.01,0.0
SCH_0024,2021,3.0,,,
SCH_0028,2020,3.0,40.37,,
SCH_0063,2023,,,,
SCH_0019,2021,9.0,,62.62,
SCH_0086,2023,5.0,90.07,,
SCH_0071,2021,2.0,53.38,70.19,1.0
SCH_0072,2020,5.0,55.42,80.18,0.0
SCH_0025,2023,4.0,60.77,,
SCH_0107,2019,1.0,,65.19,
SCH_0081,2022,11.0,42.48,,
SCH_0079,2023,11.0,,,
SCH_0005,2021,2.0,,62.64,
SCH_0059,2022,1.0,,73.07,
SCH_0101,2021,12.0,79.26,88.69,0.0
SCH_0080,2022,5.0,74.77,89.93,0.0
SCH_0076,2023,11.0,53.99,,
SCH_0095,2019,2.0,,84.86,
SCH_0063,2020,6.0,71.51,,
SCH_0062,2023,10.0,,87.4,
SCH_0063,2020,3.0,84.79,,
SCH_0060,2023,8.0,54.42,74.52,0.0
SCH_0090,2021,5.0,,,
SCH_0102,2023,5.0,,89.39,
SCH_0038,2019,4.0,,,
SCH_0052,2024,,56.98,61.93,1.0
SCH_0102,2022,10.0,60.22,71.56,1.0
SCH_0080,2023,3.0,,77.49,
SCH_0010,2023,1.0,78.98,66.28,1.0
SCH_0004,2023,,68.07,,
SCH_0018,2022,2.0,,82.47,
SCH_0096,2019,2.0,,68.84,
SCH_0043,2023,12.0,,,
SCH_0103,2021,6.0,,,
SCH_0080,2019,2.0,,60.69,
SCH_0060,2020,10.0,,,
SCH_0024,2019,2.0,,,
SCH_0026,2019,2.0,,65.94,
SCH_0041,2019,8.0,,91.3,
SCH_0115,2023,7.0,,,
SCH_0053,2021,9.0,69.52,62.67,1.0
SCH_0069,2024,8.0,84.43,,
SCH_0046,2021,,60.17,,
SCH_0070,2024,,42.06,,
SCH_0113,2022,6.0,68.25,,
SCH_0097,2019,2.0,42.16,,
SCH_0001,2024,9.0,,66.14,
SCH_0102,2024,11.0,,72.68,
SCH_0043,2021,9.0,83.21,,
SCH_0019,2020,10.0,,63.85,
SCH_0070,2023,8.0,,,
SCH_0040,2023,4.0,93.97,,
SCH_0115,2022,1.0,,,
SCH_0092,2020,4.0,40.52,73.67,1.0
SCH_0027,2020,11.0,86.08,,
SCH_0100,2024,10.0,,,
SCH_0053,2019,,,99.13,
SCH_0028,2022,1.0,,,
SCH_0070,2020,6.0,,,
SCH_0017,2024,1.0,76.79,83.78,0.0
SCH_0089,2023,11.0,,,
SCH_0093,2023,3.0,77.12,86.3,0.0
SCH_0066,2020,3.0,,63.51,
SCH_0095,2020,5.0,,85.11,
SCH_0096,2021,12.0,,,
SCH_0057,2021,8.0,59.11,85.45,0.0
SCH_0102,2019,4.0,,71.93,
SCH_0067,2020,3.0,,84.32,
SCH_0088,2023,4.0,73.27,79.66,0.0
SCH_0092,2021,10.0,,,
SCH_0116,2020,5.0,47.9,85.27,1.0
SCH_0016,2019,,44.83,80.85,1.0
SCH_0088,2019,9.0,85.23,,
SCH_0081,2023,8.0,,,
SCH_0006,2022,10.0,,,
SCH_0074,2020,5.0,78.77,,
SCH_0113,2023,8.0,81.9,,
SCH_0086,2024,11.0,,,
SCH_0004,2024,6.0,45.19,63.15,1.0
SCH_0087,2022,,,87.19,
SCH_0046,2021,7.0,,,
SCH_0037,2021,12.0,87.25,,
SCH_0076,2021,12.0,,,
SCH_0101,2023,4.0,81.47,63.99,1.0
SCH_0111,2021,5.0,61.3,,
SCH_0034,2023,12.0,61.28,98.14,0.0
SCH_0011,2021,8.0,,77.85,
SCH_0042,2024,9.0,85.85,,
SCH_0057,2023,8.0,,,
SCH_0031,2022,9.0,,,
SCH_0060,2019,3.0,75.94,96.76,0.0
SCH_0057,2024,,91.43,82.89,0.0
SCH_0119,2019,11.0,,,
SCH_0004,2021,10.0,,,
SCH_0083,2022,,,,
SCH_0051,2023,,,71.59,
SCH_0093,2019,4.0,,,
SCH_0044,2022,12.0,52.74,98.18,0.0
SCH_0035,2022,12.0,,,
SCH_0015,2020,7.0,,,
SCH_0079,2023,8.0,,,
SCH_0071,2020,1.0,41.15,,
SCH_0023,2023,4.0,,93.01,
SCH_0042,2020,4.0,47.01,,
SCH_0091,2024,7.0,,84.25,
SCH_0033,2024,5.0,55.23,,
SCH_0038,2019,8.0,,66.04,
SCH_0008,2022,7.0,,68.84,
SCH_0106,2020,5.0,89.1,,
SCH_0118,2021,3.0,,97.95,
SCH_0024,2020,1.0,,,
SCH_0050,2021,8.0,,,
SCH_0071,2020,10.0,,80.81,
SCH_0061,2020,8.0,65.09,,
SCH_0073,2022,9.0,,74.39,
SCH_0093,2020,9.0,60.89,68.3,1.0
SCH_0077,2020,1.0,,87.74,
SCH_0061,2023,1.0,,,
SCH_0022,2020,6.0,90.53,85.39,0.0
SCH_0012,2020,9.0,,94.22,
SCH_0025,2022,2.0,,,
SCH_0065,2021,1.0,,64.21,
SCH_0044,2022,5.0,,,
SCH_0018,2020,1.0,,,
SCH_0117,2021,5.0,69.03,,
SCH_0025,2024,5.0,65.92,70.63,1.0
SCH_0099,2024,10.0,93.84,64.07,1.0
SCH_0091,2021,7.0,64.31,72.79,0.0
SCH_0010,2019,4.0,,63.56,
SCH_0101,2021,3.0,,69.96,
SCH_0085,2020,11.0,63.79,87.96,0.0
SCH_0051,2024,2.0,,84.06,
SCH_0046,2024,7.0,,60.16,
SCH_0093,2019,11.0,89.71,69.87,1.0
SCH_0002,2022,4.0,57.38,,
SCH_0090,2022,10.0,49.25,,
SCH_0110,2023,6.0,,,
SCH_0018,2023,4.0,,,
SCH_0039,2019,2.0,,83.45,
SCH_0058,2024,3.0,,63.93,
SCH_0079,2022,7.0,,,
SCH_0067,2024,2.0,,,
SCH_0051,2019,11.0,50.67,,
SCH_0094,2021,2.0,,,
SCH_0057,2019,12.0,62.84,,
SCH_0054,2020,2.0,47.0,,
SCH_0082,2021,12.0,,98.42,
SCH_0119,2022,3.0,60.41,93.93,0.0
SCH_0014,2021,3.0,63.37,,
SCH_0044,2023,9.0,66.17,85.31,0.0
SCH_0091,2019,4.0,48.11,,
SCH_0020,2021,7.0,,,
SCH_0080,2021,9.0,47.35,93.5,1.0
SCH_0067,2022,1.0,40.39,,
SCH_0119,2023,5.0,81.53,,
SCH_0100,2021,5.0,,,
SCH_0091,2019,,76.88,,
SCH_0011,2021,7.0,94.99,,
SCH_0102,2022,11.0,86.34,93.21,0.0
SCH_0034,2022,1.0,40.34,61.37,1.0
SCH_0059,2023,3.0,,62.46,
SCH_0009,2020,9.0,90.43,,
SCH_0020,2019,9.0,69.04,,
SCH_0041,2022,5.0,84.99,,
SCH_0048,2019,11.0,,,
SCH_0030,2020,10.0,50.69,,
SCH_0102,2023,11.0,,,
SCH_0085,2019,,85.06,91.85,0.0
SCH_0099,2024,5.0,68.39,97.42,0.0
SCH_0093,2019,5.0,45.38,,
SCH_0097,2022,12.0,44.78,90.94,1.0
SCH_0036,2023,9.0,40.54,83.0,1.0
SCH_0111,2020,10.0,54.26,64.69,1.0
SCH_0039,2023,11.0,67.4,,
SCH_0002,2022,2.0,,85.61,
SCH_0053,2020,4.0,,63.23,
SCH_0009,2023,3.0,,79.5,
SCH_0029,2023,10.0,,74.34,
SCH_0065,2024,,50.44,62.38,1.0
SCH_0088,2022,9.0,46.27,60.35,1.0
SCH_0020,2023,3.0,55.54,,
SCH_0049,2021,12.0,,,
SCH_0100,2024,2.0,58.63,,
SCH_0034,2020,4.0,91.32,61.33,1.0
SCH_0053,2024,9.0,52.05,,
SCH_0074,2022,12.0,92.24,92.42,0.0
SCH_0089,2021,11.0,69.42,91.96,0.0
SCH_0067,2024,1.0,,78.18,
SCH_0116,2024,8.0,,78.54,
SCH_0013,2023,11.0,42.92,90.1,1.0
SCH_0084,2023,3.0,,,
SCH_0120,2020,4.0,,,
SCH_0073,2020,12.0,84.06,,
SCH_0095,2023,5.0,,65.08,
SCH_0015,2024,,,,
SCH_0105,2021,1.0,89.04,61.06,1.0
SCH_0060,2020,,,,
SCH_0075,2021,7.0,52.77,,
SCH_0031,2019,3.0,57.44,96.74,0.0
SCH_0065,2019,1.0,54.75,73.63,0.0
SCH_0098,2020,10.0,,,
SCH_0061,2022,6.0,,61.49,
SCH_0071,2020,8.0,,,
SCH_0005,2023,8.0,,,
SCH_0016,2022,9.0,,,
SCH_0105,2023,9.0,44.75,98.02,1.0
SCH_0075,2024,12.0,53.71,,
SCH_0042,2021,10.0,53.63,,
SCH_0096,2024,2.0,71.11,87.6,0.0
SCH_0084,2023,11.0,67.67,98.37,0.0
SCH_0069,2020,9.0,66.21,,
SCH_0072,2021,2.0,82.76,76.53,0.0
SCH_0110,2024,3.0,91.66,,
SCH_0018,2024,,,84.78,
SCH_0028,2022,12.0,44.07,69.99,1.0
SCH_0014,2023,7.0,,90.4,
SCH_0003,2024,5.0,86.02,94.96,0.0
SCH_0049,2024,8.0,59.13,97.17,0.0
SCH_0084,2020,4.0,,60.66,
SCH_0069,2022,,63.84,71.41,1.0
SCH_0100,2024,12.0,,65.39,
SCH_0013,2019,12.0,71.16,92.8,0.0
SCH_0081,2024,11.0,50.05,,
SCH_0097,2022,10.0,,92.7,
SCH_0081,2019,5.0,79.98,,
SCH_0117,2022,8.0,75.98,,
SCH_0003,2023,10.0,,75.97,
SCH_0030,2021,3.0,83.06,,
SCH_0088,2020,1.0,,,
SCH_0003,2024,9.0,,85.37,
SCH_0020,2024,1.0,42.6,,
SCH_0052,2024,,91.48,66.62,1.0
SCH_0027,2023,1.0,53.66,,
SCH_0115,2020,12.0,92.97,,
SCH_0008,2019,3.0,,,
SCH_0109,2019,7.0,,99.37,
SCH_0116,2021,8.0,42.14,94.0,1.0
SCH_0082,2023,8.0,,,
SCH_0053,2024,12.0,,,
SCH_0047,2020,4.0,89.45,,
SCH_0088,2020,9.0,,99.35,
SCH_0116,2024,12.0,46.25,71.77,1.0
SCH_0070,2021,7.0,57.1,,
SCH_0034,2023,1.0,55.29,,
SCH_0093,2024,2.0,,69.69,
SCH_0112,2024,3.0,48.99,60.04,1.0
SCH_0052,2023,8.0,86.9,69.14,1.0
SCH_0038,2021,8.0,,,
SCH_0065,2023,6.0,73.4,,
SCH_0033,2024,7.0,,,
SCH_0050,2021,11.0,50.5,,
SCH_0025,2021,9.0,42.11,99.97,1.0
SCH_0048,2023,1.0,,,
SCH_0008,2019,,85.19,,
SCH_0081,2021,,,96.66,
SCH_0003,2019,1.0,,,
SCH_0090,2024,,,,
SCH_0011,2024,6.0,50.63,73.55,1.0
